ad_size	1024x768	9.92640766729e-05	2.69508712456e-05
ad_size	120x20	9.36793464064e-06	8.95007494616e-05
ad_size	216x36	0.00638406730501	0.0092448198133
ad_size	300x250	0.11463631696	0.0317273633463
ad_size	300x50	0.0101170091067	0.0115243118293
ad_size	320x480	0.00337389769134	0.00262668484415
ad_size	320x50	0.864510840682	0.942477148886
ad_size	480x320	8.91755316753e-05	5.15160498775e-05
ad_size	728x90	0.000686381365016	0.00221295355791
ad_size	768x1024	9.36793464064e-05	1.8750052886e-05
ad_size	strange	1.80152589243e-07	3.72764470894e-08
app_category	09481d60	0.00672260420558	0.0046474929032
app_category	0bfbc358	6.4124041546e-06	3.89515158735e-05
app_category	0d82db25	4.00775259662e-06	2.26701944237e-06
app_category	0f2161f8	0.665417583774	0.693998333947
app_category	0f9a328c	0.000602765990532	0.000437019520686
app_category	18b1e0be	1.28248083092e-05	1.76209238475e-05
app_category	2281a340	2.32449650604e-05	0.000213305920259
app_category	2fc4f2aa	4.00775259662e-06	1.60752287732e-05
app_category	4681bb9d	0.000630018708189	0.000480092890091
app_category	4b7ade46	8.01550519325e-07	1.33960239776e-06
app_category	4ce2e9fc	0.00158626847774	0.00149695415633
app_category	5326cf99	1.60310103865e-06	1.33960239776e-05
app_category	7113d72a	3.2062020773e-06	2.41128431598e-05
app_category	75d80bbe	0.00272366866466	0.00312652895004
app_category	79f0b860	2.88558186957e-05	5.77059494422e-05
app_category	879c24eb	0.0010163660585	0.00101387292243
app_category	8ded1f7a	0.0735166105314	0.0900930013812
app_category	8df2e842	0.000239663605278	0.000102221967583
app_category	a3c42688	0.00039115665343	0.00093504247364
app_category	a7fd01ec	4.32837280435e-05	2.63798626021e-05
app_category	a86a3e89	0.000222831044372	0.000177239701858
app_category	bd41f328	8.01550519325e-07	7.21324368027e-07
app_category	bf8ac856	8.01550519325e-07	9.27417044606e-07
app_category	cef3e649	0.116023636122	0.13550624399
app_category	d1327cf5	0.0111688049363	0.00921574317225
app_category	dc97ec06	0.00620159636801	0.00366927401382
app_category	f95efa07	0.112665139446	0.0527947609593
app_category	fc6fa53d	0.000740632679856	0.001891930771
app_category	strange	1.60310103865e-06	1.54569507434e-06
app_domain	002e4064	8.53515416622e-07	3.8129685115e-06
app_domain	063914ab	1.45097620826e-05	9.98100580951e-06
app_domain	0654b444	0.00368889363064	0.00194203457981
app_domain	06a7ad59	4.26757708311e-06	6.72876796146e-07
app_domain	09abdb18	8.53515416622e-07	1.2336074596e-06
app_domain	0b7d3d7d	1.02421849995e-05	2.57936105189e-05
app_domain	0d79ee56	2.73124933319e-05	7.37921553107e-05
app_domain	0e8616ad	0.0203281766777	0.0322774513266
app_domain	0eb1a401	8.53515416622e-07	1.12146132691e-06
app_domain	12aaf71f	1.3656246666e-05	1.89526964248e-05
app_domain	13ed06ee	8.53515416622e-07	1.57004585768e-06
app_domain	1438d51f	2.56054624987e-06	1.68219199037e-06
app_domain	15c23f8e	3.41406166649e-06	1.25603668614e-05
app_domain	15ec7f39	0.000120345673744	0.00115622662805
app_domain	17578ec3	8.53515416622e-07	1.45789972498e-06
app_domain	17810bfa	1.70703083324e-06	1.45789972498e-06
app_domain	179fcd69	8.53515416622e-07	8.97169061529e-07
